Company Name,Domain,Industry,Location,Headcount,Linkedin,Description,Company Type,Tags
Zanoni Arquitetura & Interiores,zanoni.arq.br,Accessible Architecture and Design,"Salto, Brazil",1-10,https://www.linkedin.com/company/zanoni.arq,,privately held,""
Confluence Synergy & Co. Limited,confluencesynergy.com,Accessible Architecture and Design,"Kowloon, Hong Kong",1-10,https://www.linkedin.com/company/confluencesynergy,,partnership,""
Alquimia Arquitectos,alquimiaarquitectos.com,Accessible Architecture and Design,"Rosário do Sul, Brazil",1-10,https://www.linkedin.com/company/alquimiaarquitectos,,self employed,""
KF Design,kfdesign.site,Accessible Architecture and Design,"Lancaster, Pennsylvania, United States",1-10,https://www.linkedin.com/company/designkf,,self employed,""
FERGO LTDA,fergo.cl,Accessible Architecture and Design,"Santiago, Chile",1-10,https://www.linkedin.com/company/fergo-ltda,,privately held,""
AKSE,akse.by,Accessible Architecture and Design,"Minsk, Belarus",1-10,https://www.linkedin.com/company/akseteam,Project organization. The main activity is architectural and design projects. Projects are carried out using the latest BIM technologies.,self employed,""
Servira BV,servira.nl,Accessible Architecture and Design,"Groningen, Netherlands",1-10,https://www.linkedin.com/company/servira-bv,Servira BV is a professional services company that provides business support and networking opportunities with direct contacts to investors.,privately held,""
SMART Official,smartinitiative.in,Accessible Architecture and Design,"Mumbai, India",1-10,https://www.linkedin.com/company/smart-official,,privately held,""
ARQUITEKTONICA,arquitektonica.com,Accessible Architecture and Design,,1-10,https://www.linkedin.com/company/arquitektonica-col,,self employed,""
Artizone,arti-zone.ro,Accessible Architecture and Design,"Sector 3, Romania",1-10,https://www.linkedin.com/company/artizone.design.ro,,privately held,""
CODISA,somoscodisa.com,Accessible Architecture and Design,"Guatemala City, Guatemala",11-50,https://www.linkedin.com/company/codisa,CODISA is an IT services consulting company that focuses on helping clients feel comfortable while working with them.,self owned,""
Limestone Coat,limestonecoat.com,Accessible Architecture and Design,,1-10,https://www.linkedin.com/company/limestone-coat,Our limestone plaster solutions add the ‘wow’ factor to the walls,privately held,""
Dlightning,dlightning.org,Accessible Architecture and Design,"Seattle, Washington, United States",1-10,https://www.linkedin.com/company/dlightning,"Dlightning: Validate your product ideas with our Experience Design services. Experience design, prototyping, and user research to amplify customer satisfaction.",public company,""
Deschevo,deschevo.com,Accessible Architecture and Design,"705 route, 44240, US, United States",1-10,https://www.linkedin.com/company/deschevo,,privately held,""
Non Or And,non-or-and.com,Accessible Architecture and Design,"Barcelona, Spain",1-10,https://www.linkedin.com/company/non-or-and,"Non.or.and is an architecture studio in Barcelona. We explore the intersection of architecture, interior design, and object design.",self employed,""
3DIT,3dit.co,Accessible Architecture and Design,"Colombo, Sri Lanka",1-10,https://www.linkedin.com/company/3ditco,,partnership,""
FreeSpace,freespace.com.ua,Accessible Architecture and Design,Ukraine,1-10,https://www.linkedin.com/company/freespace-ua,,self employed,""
VUEE design,vueedesign.com,Accessible Architecture and Design,"New Delhi, India",11-50,https://www.linkedin.com/company/vuee-design,VUEE Design is a water feature design company that specializes in creating innovative indoor and outdoor water features with a focus on technology and sustainability.,self owned,""
Passo Accesible,passoaccesible.es,Accessible Architecture and Design,"Madrid, Spain",1-10,https://www.linkedin.com/company/passo-accesible,,privately held,""
Kolektif Grup Yapı Dekorasyon San. Tic. Ltd. Şti.,kolektifgrupyapi.com,Accessible Architecture and Design,"Istanbul, Türkiye",1-10,https://www.linkedin.com/company/kolektif-grup-yap%c4%b1-dekorasyon-san-tic-ltd-%c5%9fti,,privately held,""
ValenceV.R,valencevr.com.br,Accessible Architecture and Design,,1-10,https://www.linkedin.com/company/valence-vr,,self employed,""
BIMNINJA,bimninja.com,Accessible Architecture and Design,,1-10,https://www.linkedin.com/company/bimninja,"bimninja.com is your first and best source for all of the information you’re looking for. From general topics to more of what you would expect to find here, bimninja.com has it all. We hope you find what you are searching for!",self employed,""
Minute 3D,minute3d.com,Accessible Architecture and Design,"Cochin, India",11-50,https://www.linkedin.com/company/minute-3d,"We at MINUTE 3D offers commercial and residential 3D walkthrough visualization, Exterior and Interior design with a better view of the model will help in finding the flaws of the designed plan of the concerned property.",partnership,""
Gaby Hakim Design Studio,gabyhakimdesignstudio.com,Accessible Architecture and Design,"Beirut, Lebanon",11-50,https://www.linkedin.com/company/gaby-hakim-design-studio,,privately held,""
S S Design Studio,ssdesignstudio.in,Accessible Architecture and Design,"Vadodara, India",1-10,https://www.linkedin.com/company/studiossdesign,S S Design Studio is a Design Studio that offers creative design services and specializes in copyrighting artistic creations.,self owned,""
Dinamika Corp,dinamikacorp.com,Accessible Architecture and Design,,1-10,https://www.linkedin.com/company/dinamika-estudio-de-arquitectura,,privately held,""
Fka. Interiors,fka-interiors.com,Accessible Architecture and Design,"Villeneuve-Loubet, France",1-10,https://www.linkedin.com/company/fkainteriors,,self employed,""
Arquitectura Independiente,arquitecturaindependiente.com,Accessible Architecture and Design,,1-10,https://www.linkedin.com/company/arquitectura-independiente,,self employed,""
Mira ArchViz,miraarchviz.com,Accessible Architecture and Design,"Guayaquil, Ecuador",1-10,https://www.linkedin.com/company/mira-archviz,,self owned,""
MARMAROS Marble Studio,marmarosmarblestudio.com,Accessible Architecture and Design,,1-10,https://www.linkedin.com/company/marmaros-marble-studio,,partnership,""
Monterra Design Indonesia,monterradesign.com,Accessible Architecture and Design,"Jakarta, Indonesia",11-50,https://www.linkedin.com/company/monterra-design-indonesia,,public company,""
CasaHall Design District,casahall.com.br,Accessible Architecture and Design,"Balneário Camboriú, Brazil",11-50,https://www.linkedin.com/company/casahall-design-shopping,"CASA HALL SHOPPING is a retail shopping center that offers a luxurious shopping experience with a focus on design and creativity, facilitating connections among designers, architects, artists, and creative minds.",privately held,""
Arquitectura4X4,arquitectura4x4.ar,Accessible Architecture and Design,"Quilmes, Argentina",1-10,https://www.linkedin.com/company/arquitectura4x4-especializados-en-arquitectura-para-la-salud,,self owned,""
PlanDesign,plandesign.cl,Accessible Architecture and Design,,1-10,https://www.linkedin.com/company/plandesign-arquitectura,,self owned,""
CS Leong,csleong.com.my,Accessible Architecture and Design,"Kuala Lumpur, Malaysia",1-10,https://www.linkedin.com/company/csleong92,,privately held,""
Sanctuary Spaces,mysanctuaryspaces.com,Accessible Architecture and Design,,1-10,https://www.linkedin.com/company/sanctuary-spaces-inc,"Sanctuary Spaces™ creates inclusive, immersive, human-centered spaces designed as a respite from the multiple influences that impact our daily lives.",privately held,""
Homa Hub,homahub.com.sg,Accessible Architecture and Design,,1-10,https://www.linkedin.com/company/homa-hub,,privately held,""
Antree,theantree.com,Accessible Architecture and Design,"Alpharetta, Georgia, United States",1-10,https://www.linkedin.com/company/antree,,self owned,""
HM Design Sanitair,hmdesignsanitair.nl,Accessible Architecture and Design,"Apeldoorn, Netherlands",1-10,https://www.linkedin.com/company/hm-design-sanitair,"HM Design Sanitair is a sanitary products importer and agent specializing in exclusive products, mainly from Italy, catering exclusively to the trade sector with suppliers not available online.",self employed,""
Universal Glazing and Cladding,universalglazing.com,Accessible Architecture and Design,"Chennai, India",11-50,https://www.linkedin.com/company/universal-glazing-and-cladding,,partnership,""
Nobel Space Architectural Design,nobelarch.com,Accessible Architecture and Design,"Dubai, United Arab Emirates",11-50,https://www.linkedin.com/company/nobel-space-architectural-design,,self employed,""
Schaller Rossi & Partners,schallerrossi.com,Accessible Architecture and Design,"Barranquilla, Colombia",1-10,https://www.linkedin.com/company/schaller-rossi-partners,,self employed,""
Abstracta Soluciones,abstracta-soluciones.cl,Accessible Architecture and Design,"Santiago, Philippines",1-10,https://www.linkedin.com/company/abstracta-soluciones-para-arquitectura,,privately held,""
Avirá Reforma,avirareforma.com.br,Accessible Architecture and Design,,1-10,https://www.linkedin.com/company/avira-reforma,,privately held,""
4A Design,4a-design.com,Accessible Architecture and Design,Romania,1-10,https://www.linkedin.com/company/4a-architect-design,,self employed,""
Barmastudio,barmastudio.com,Accessible Architecture and Design,,1-10,https://www.linkedin.com/company/barmastudio,,self employed,""
Osomomade,osomomade.it,Accessible Architecture and Design,"Monticelli Brusati, Italy",1-10,https://www.linkedin.com/company/mo-made-decorazione-architettonica,,privately held,""
DecoFamily,decofamily.fr,Accessible Architecture and Design,"Rouen, France",1-10,https://www.linkedin.com/company/decofamily,,self employed,""
Joydesign intérieur,joyinterieur.com,Accessible Architecture and Design,France,1-10,https://www.linkedin.com/company/joydesigninterieur,"Joydesign intérieur is an interior architecture agency that specializes in high-end residential, hospitality, and commercial design with nearly 20 years of experience and a passionate, creative team.",privately held,""
Ashly Mary Architects,ashlymaryarchitects.com,Accessible Architecture and Design,"Kottayam, India",1-10,https://www.linkedin.com/company/ashly-mary-architects,"Ashly Mary Architects is an architecture firm that provides a wide range of professional services with a focus on creating functional, beautiful spaces tailored to clients' needs.",self employed,""
Arquitek,arquitek.pe,Accessible Architecture and Design,"San Isidro, Peru",1-10,https://www.linkedin.com/company/arquitekpe,,privately held,""
LC design,luccorbin.com,Accessible Architecture and Design,France,1-10,https://www.linkedin.com/company/lc-design-14,,partnership,""
SoeursPoppins,soeurspoppins.be,Accessible Architecture and Design,Belgium,1-10,https://www.linkedin.com/company/les-soeurs-poppins-l-int%c3%a9rieur-de-vos-r%c3%aaves-sans-travaux,,self employed,""
Rust Art Studio,rustartstudio.com,Accessible Architecture and Design,,1-10,https://www.linkedin.com/company/rust-art-studio,,self employed,""
Loren Guimarães & Partners | Creative Architecture,lorenguimaraes.com,Accessible Architecture and Design,"Maringá, Brazil",1-10,https://www.linkedin.com/company/loren-guimar%c3%a3es-associados,,privately held,""
DEZINE PINNACLE INFRA PRIVATE LIMITED,dezinepinnacle.com,Accessible Architecture and Design,"Ghāziābād, India",11-50,https://www.linkedin.com/company/dezine-pinnacle-infra-private-limited,,privately held,""
Skyline Outdoor,skylineoutdoor.co.uk,Accessible Architecture and Design,"Chertsey, United Kingdom",51-200,https://www.linkedin.com/company/skyline-outdoor,"Skyline Outdoor is an outdoor design company that specializes in re-designing outdoor living systems with a focus on lasting, aesthetic, and minimalist Pergola products.",privately held,""
Hartamas Design Associates,hda.asia,Accessible Architecture and Design,"Mont Kiara, Malaysia",1-10,https://www.linkedin.com/company/hartamas-design-associates-sdnbhd,Corporate Offices Workspace; Interior Design & Planning Services; Construction & Project Management Services; Reinstatement & Restoration; Authority Submission.,,""
JC Bounon,jcbounon.com,Accessible Architecture and Design,"Joux-la-Ville, France",1-10,https://www.linkedin.com/company/jean-christophe-bounon-maitre-d-oeuvre,,self employed,""
Zimasaze,zimasaze.com,Accessible Architecture and Design,"Tehran, Iran",51-200,https://www.linkedin.com/company/zimasaze,,privately held,""
AvenirEcoDesign,avenirecodesign.fr,Accessible Architecture and Design,France,1-10,https://www.linkedin.com/company/avenir-%c3%a9codesign,,self employed,""
Houseus,houseus.com.br,Accessible Architecture and Design,,1-10,https://www.linkedin.com/company/houseusus,,partnership,""
BROGE studio,brogestudio.com,Accessible Architecture and Design,,1-10,https://www.linkedin.com/company/broge-studio,"BROGE studio is a Design Studio that styles properties for sale through feelings, passion, love & interiors.",self employed,""
Alfagamma,alfagamma.com.ph,Accessible Architecture and Design,,1-10,https://www.linkedin.com/company/alfagamma-philippines,"Alfagamma Philippines Inc. was officially registered on November 27, 2017, to provide sales of machinery and equipment to individual manufacturing enterprises",privately held,""
ARQDITEC,arqditec.com.mx,Accessible Architecture and Design,"Mexico City, Mexico",11-50,https://www.linkedin.com/company/arqditec-arquitectura-dise%c3%b1o-y-tecnologia,ARQDITEC is a construction company that specializes in architectural finishes and general habitability solutions.,self employed,""
Giorgio Gervasi,giorgiogervasi.it,Accessible Architecture and Design,"Palermo, Italy",11-50,https://www.linkedin.com/company/grv-giorgiogervasi,,self owned,""
Coonvite,coonvite.com,Accessible Architecture and Design,Philippines,1-10,https://www.linkedin.com/company/coonvite,,partnership,""
Dot Build,dotbuild.ai,Accessible Architecture and Design,"Khobar, Saudi Arabia",1-10,https://www.linkedin.com/company/dot-build,We are the ideal partner in interior and fit-out works.. we enhance your overall project efficiency with the use of Building Information Modeling (BIM),self employed,""
Estudio de Arquitectura Háptica,arquitecturahaptica.com,Accessible Architecture and Design,Bahrain,11-50,https://www.linkedin.com/company/estudio-de-arquitectura-h-ptica,,self owned,""
VisuaLIT,visualit.nl,Accessible Architecture and Design,"Amsterdam, Netherlands",1-10,https://www.linkedin.com/company/visuallit,"Journey into creative magic! I'm a freelance 3D artist, weaving stories in pixels. Explore my Sketchfab portfolio—a gateway to dreams turned digital.",self owned,""
Abris Design Studio,abris.design,Accessible Architecture and Design,"Tivat, Montenegro",1-10,https://www.linkedin.com/company/abris-design-studio,,public company,""
SITSOFA,sitsofa.com,Accessible Architecture and Design,"Yecla, Spain",1-10,https://www.linkedin.com/company/sitsofa,"SITSOFA is a furniture company that specializes in revolutionizing the world of furniture with their removable sofas, allowing customers to easily change the fabric.",privately held,""
Ecorre Designs,ecorredesigns.com,Accessible Architecture and Design,,1-10,https://www.linkedin.com/company/ecorre-designs,,self employed,""
BIMTeam,bimteam.vn,Accessible Architecture and Design,Germany,11-50,https://www.linkedin.com/company/bimteam-design,,self employed,""
Diala Cornielle Architecture,dialacorniellearch.com,Accessible Architecture and Design,"Santo Domingo, Dominican Republic",1-10,https://www.linkedin.com/company/diala-cornielle-architecture,Diala Cornielle Architecture is an architecture studio that offers innovative and customized design solutions to create aesthetically attractive and functional spaces.,self employed,""
Ezencial,ezencial.pe,Accessible Architecture and Design,"Lima, Peru",1-10,https://www.linkedin.com/company/ezencial-sac,,privately held,""
APC Belleville,apc-belleville.org,Accessible Architecture and Design,"Paris, France",1-10,https://www.linkedin.com/company/architecture-patrimoine-et-continuit-belleville,,non profit,""
The Blue Buildings,thebluebuildings.com,Accessible Architecture and Design,,1-10,https://www.linkedin.com/company/the-blue-buildings,,self owned,""
Estudio ML Arquitectos,estudiomlarquitectos.es,Accessible Architecture and Design,"Olmedo, Spain",1-10,https://www.linkedin.com/company/estudiomlarquitectos,,self employed,""
Legacy+Homes,legacyplushomes.com,Accessible Architecture and Design,Malta,1-10,https://www.linkedin.com/company/legacyplushomes,"Legacy+Homes is an interior design brand that specializes in creating luxurious interiors emphasizing functionality, aesthetics, and longevity.",privately held,""
N.A.N Studio,nanstudio.vn,Accessible Architecture and Design,"Ho Chi Minh City, Vietnam",11-50,https://www.linkedin.com/company/n-a-n-studio,,educational,""
Candle Box,candlebox.club,Accessible Architecture and Design,"Campinas, Brazil",1-10,https://www.linkedin.com/company/candlebox-club,,privately held,""
ديكور قطر,smddecoration.qa,Accessible Architecture and Design,,,https://www.linkedin.com/company/%d8%af%d9%8a%d9%83%d9%88%d8%b1-%d9%82%d8%b7%d8%b1,,,""
UNITED ARCHITECTS,ua-ua.org,Accessible Architecture and Design,Ukraine,11-50,https://www.linkedin.com/company/united-architectsua,,partnership,""
Capital Design Studio ET,capitaldesignstudioet.com,Accessible Architecture and Design,"Addis Ababa, Ethiopia",11-50,https://www.linkedin.com/company/capital-design-studio-et,Capital Design Studio is an interior design company that prioritizes designing healthy environments for residential and commercial spaces to promote well-being and performance.,privately held,""
METAXCHAINS,metaxchains.com,Accessible Architecture and Design,,1-10,https://www.linkedin.com/company/metaxchains,"METAXCHAINS is a NFT marketplace that showcases architectural designs and transforms them into the Metaverse, bridging creativity with virtual reality.",public company,""
Mosaic Studio & Shop,mosaicstudioshop.com,Accessible Architecture and Design,,1-10,https://www.linkedin.com/company/mosaic-studio-shop,"Discover Mosaic Studio & Shop — where timeless, handcrafted furniture meets refined design. Explore curated pieces that elevate your space while reflecting your unique style and individuality.",self employed,""
Blue-Beez Products,blue-beez.nl,Accessible Architecture and Design,"Nijmegen, Netherlands",1-10,https://www.linkedin.com/company/bluebeezproducts,Blue-Beez Products is a sustainable design company that develops circular outdoor furniture equipped with their unique 'Rain Cell' technology for effective rainwater management and environmental awareness.,self owned,""
A. STUDIOS Design Laboratory,astudiosdesigns.com,Accessible Architecture and Design,"Lagos, Portugal",1-10,https://www.linkedin.com/company/a-studios-design-laboratory,,partnership,""
Arquitetura de Todos,arquiteturadetodos.com.br,Accessible Architecture and Design,"São Paulo, Brazil",1-10,https://www.linkedin.com/company/arquitetura-de-todos,,privately held,""
Deep Locking,deeplocking.com,Accessible Architecture and Design,India,1-10,https://www.linkedin.com/company/tamilnaduhardwareco,,self employed,""
ENKI Agency LLC,enkiagency.com,Accessible Architecture and Design,"Dover, Delaware, United States",1-10,https://www.linkedin.com/company/enki-agency-llc,"ENKI Agency is a virtual staging and 3D rendering company that revolutionizes the visualization of spaces for real estate professionals, interior designers, and property developers.",public company,""
Dojt,dojt.it,Accessible Architecture and Design,"Asti, Italy",1-10,https://www.linkedin.com/company/dojt-architettura-integrata,,partnership,""
Nicomedia Stone,nicomedias.com,Accessible Architecture and Design,,11-50,https://www.linkedin.com/company/nicomedia-stone,,privately held,""
Visura Architect,visuraarchitect.com,Accessible Architecture and Design,India,1-10,https://www.linkedin.com/company/visura-architect,,privately held,""
RubenAlosery,rubenalosery.nl,Accessible Architecture and Design,"Dronten, Netherlands",1-10,https://www.linkedin.com/company/rubenalosery,,self employed,""
Geometry,geometryarch.com,Accessible Architecture and Design,"Burriana, Spain",1-10,https://www.linkedin.com/company/geometryarch,,privately held,""
Naikemalachowski,naikemalachowski.com,Accessible Architecture and Design,,1-10,https://www.linkedin.com/company/naike-malachowski-design-studio,,self employed,""
Rota Arquitectura,rotaarquitectura.com,Accessible Architecture and Design,"Campos, Spain",1-10,https://www.linkedin.com/company/rotaarquitectura,,self owned,""
Studio Siematic,studiosiematic.nl,Accessible Architecture and Design,"Oosterhout, Netherlands",1-10,https://www.linkedin.com/company/studiosiematic,"Studio Siematic is an interior design studio that offers total concepts for customized interiors, standing out in creativity, innovation, and quality.",self owned,""
Zi1Plus - زیوان پلاس,zi1plus.ir,Accessible Architecture and Design,"Tehran, Iran",1-10,https://www.linkedin.com/company/zi1plus,,privately held,""
Supernova Design Studio,supernovadesignstudio.it,Accessible Architecture and Design,"United States, Colorado",1-10,https://www.linkedin.com/company/supernova-design-studio,Welcome to Supernova Design Studio! We are a luminous and powerful explosion of creativity born from a passion for design and the sea.,privately held,""
Architetto Marta Mantoan,architetto-martamantoan.it,Accessible Architecture and Design,"Conselve, Italy",1-10,https://www.linkedin.com/company/architetto-marta-mantoan,"Marta Mantoan Architetto is an architecture firm that offers services in new constructions, renovations, restorations, and interior design solutions with passion and professionalism.",self employed,""
Mobel Arquitetos,moebel-design-frankfurt.de,Accessible Architecture and Design,"Uberlândia, Brazil",1-10,https://www.linkedin.com/company/m%c3%b6bel-design,"Möbel + Design is a furniture retailer that offers a wide range of modern and classic furniture, including sofa beds, armchairs, garden furniture, lamps, tables, chairs, and home accessories.",privately held,""
Estudio RCR,estudiorcr.com,Accessible Architecture and Design,"Caba, Philippines",11-50,https://www.linkedin.com/company/estudio-rcr,,privately held,""
ComoStudio,comostudio.ro,Accessible Architecture and Design,"Cluj-Napoca, Romania",1-10,https://www.linkedin.com/company/como-studio-design,,privately held,""
Arquifaz Arquitetura & Urbanismo,arquifaz.com.br,Accessible Architecture and Design,,1-10,https://www.linkedin.com/company/gd-arquitetura-urbanismo,,privately held,""
RAMONI BALESTRO ARQUITETURA,ramonibalestro.com,Accessible Architecture and Design,"Bento Gonçalves, Brazil",1-10,https://www.linkedin.com/company/ramoni-balestro-arquitetura,,self employed,""
ReForma Architectural Studio,tarhtasakht.com,Accessible Architecture and Design,"Tehran, Iran",1-10,https://www.linkedin.com/company/reforma-architectural-studio-2023,,self employed,""
ALBASSAM Tents & Structural Systems,albassamtents.com,Accessible Architecture and Design,India,501-1000,https://www.linkedin.com/company/albassam-tents-and-structural-system,ALBASSAM Tents & Structural Systems is a tent manufacturing company that specializes in top quality tents and structural systems for various purposes.,public company,""
Madebyboto,madebyboto.com,Accessible Architecture and Design,,1-10,https://www.linkedin.com/company/madebyboto,"Say goodbye to uninspiring, limited tactile signage. Signage madebyboto is compliant and thoughtfully designed with endless possibilities to meet the diverse needs of all people.",privately held,""
Luca Labita,lucalabita.com,Accessible Architecture and Design,"Saronno, Italy",1-10,https://www.linkedin.com/company/lucalabita,,self owned,""
Allaysol,allaysol.com,Accessible Architecture and Design,"Basi, India",51-200,https://www.linkedin.com/company/allaysol-pvt-ltd,,privately held,""
Gardener,gardener.in.ua,Accessible Architecture and Design,,51-200,https://www.linkedin.com/company/gardener-landscape-design,,privately held,""
Zero55,zerocinquantacinque.com,Accessible Architecture and Design,"Florence, Italy",1-10,https://www.linkedin.com/company/zero55-srl,Zero55 is a lighting solutions company that specializes in providing customized lighting solutions for various environments with the guarantee of perfect light.,privately held,""
Moya - Atencia Arquitectos,ma-arquitectos.com,Accessible Architecture and Design,"Marbella, Spain",1-10,https://www.linkedin.com/company/moyaarquitectos,MOYA ATENCIA ARQUITECTOS is an architectural firm that specializes in creating unique and innovative building designs for clients.,self owned,""
ANTARR ARQUITECTOS,antarrarquitectos.com,Accessible Architecture and Design,"Chiclayo, Peru",1-10,https://www.linkedin.com/company/antarr-estudio-arquitect%c3%b3nico,,partnership,""
Amos Architectuur,amos-architectuur.com,Accessible Architecture and Design,"Gent, Belgium",1-10,https://www.linkedin.com/company/amos-architectuur,,self employed,""
JUBEO Design,jubeodesign.com,Accessible Architecture and Design,"Kansas City, Missouri, United States",1-10,https://www.linkedin.com/company/jubeo-design,,privately held,""
Catalanoarchitettura,catalanoarchitettura.design,Accessible Architecture and Design,Australia,1-10,https://www.linkedin.com/company/catalanoarchitetturadesign,,self employed,""
Olive®,olivedesign.fr,Accessible Architecture and Design,"Montpellier, France",1-10,https://www.linkedin.com/company/olivedesign,,partnership,""
La Forge,laforge.com.ar,Accessible Architecture and Design,"Pilar, Argentina",1-10,https://www.linkedin.com/company/la-forge-arquitectura-en-hierro,,privately held,""
DESIGN23,design23.ie,Accessible Architecture and Design,"Dublin, Ireland",1-10,https://www.linkedin.com/company/design23-architectural-design-services,"Design23 is an architecture firm that focuses on function over form, involving clients in the design process to create award-winning buildings.",public company,""
DominowA,dominowa.com,Accessible Architecture and Design,"Poznań, Poland",1-10,https://www.linkedin.com/company/dominowa,Dominowa is an architecture firm that specializes in creating innovative spaces in harmony with nature for residential and commercial projects.,privately held,""
"Emerge, Vuélvete Eficiente!",vuelveteficiente.com,Accessible Architecture and Design,"Valparaiso, Indiana, United States",1-10,https://www.linkedin.com/company/emerge-vu%c3%a9lvete-eficiente,"Emerge is a consulting company that transforms homes into efficient spaces by integrating ecotechnologies for water savings, as well as helps small and medium enterprises with high water usage to reduce operational costs associated with water consumption.",partnership,""
Hazel İçmimarlık,hazelicmimarlik.com,Accessible Architecture and Design,,1-10,https://www.linkedin.com/company/hazel-interior-architecture,,self employed,""
Finike Hardware,finikehardware.com,Accessible Architecture and Design,"Chandīgarh, India",51-200,https://www.linkedin.com/company/finikehardware,,privately held,""
Ludily,ludily.fr,Accessible Architecture and Design,"Nice, France",1-10,https://www.linkedin.com/company/ludily,Ludily is a branding agency that specializes in creating charismatic brands and helping them renew while staying true to themselves.,self owned,""
Associated Glass Corporation,agcfl.com,Accessible Architecture and Design,"Lake Park, Florida, United States",1-10,https://www.linkedin.com/company/associated-glass-corporation,,public company,""
MODELarchitect,modelarchitect.net,Accessible Architecture and Design,"New Delhi, India",11-50,https://www.linkedin.com/company/modelarchitect,MODELarchitect is an architectural model making company that specializes in creating physical models of buildings and structures for visualization and testing purposes.,privately held,""
Viviark,viviark.com,Accessible Architecture and Design,Pristina,1-10,https://www.linkedin.com/company/viviark,,public company,""
Efe.Studio | Arquitectura de experiencias visuales,somosefe.com,Accessible Architecture and Design,"Valencia, Spain",1-10,https://www.linkedin.com/company/efestudio-espacios,,privately held,""
Khan Studio,khanstudioeg.com,Accessible Architecture and Design,,51-200,https://www.linkedin.com/company/khan-studio1,"Khan Studio is an interior design company that specializes in interior and exterior designs, offering innovative solutions and a creative team of talented designers and architects.",privately held,""
Ab solidarity,absolidarity.net,Accessible Architecture and Design,"London, United Kingdom",11-50,https://www.linkedin.com/company/absolidarity,AB Solidarity is a research-focused organization that explores systemic issues through social and spatial projects.,non profit,""
Estudio N2V,estudion2v.com,Accessible Architecture and Design,,1-10,https://www.linkedin.com/company/estudio-n2v,,self employed,""
3Drender-vision,3drender-vision.com,Accessible Architecture and Design,"Bannu, Pakistan",1-10,https://www.linkedin.com/company/3drender-vision,"The 3drender-vision goal is to complete your project successfully and make happy clients and we believe that we can do every job professionally. I guaranteed you will be glad to see our amazing work, so connect with us as soon as you can, we’ll be starting your work immediately, we’re a Super-team with 10 Architects and 4 of them are 3D expert Artists, and Now we are waiting to look for your response.",self employed,""
HELM PROJECTS,helmprojects.co.uk,Accessible Architecture and Design,"SW75NR, London, United Kingdom",11-50,https://www.linkedin.com/company/helmarchitects,HELM PROJECTS is a property consultancy and architectural design practice that offers end-to-end services for clients seeking fabulous homes meeting all their aspirations.,partnership,""
Studio Flip Arquitetura e Urbanismo,studiofliparquitetura.com.br,Accessible Architecture and Design,,1-10,https://www.linkedin.com/company/studio-flip-arquitetura-e-urbanismo,,partnership,""
IBF Srl -Italian Building Factory,ibfsrl.it,Accessible Architecture and Design,"Brunello, Italy",11-50,https://www.linkedin.com/company/ibf-srl,"IBF ITALIAN BUILDING FACTORY SRL is a construction company that specializes in architecture, engineering, and building design.",privately held,""
Mol Arquitectos,molarquitectos.com,Accessible Architecture and Design,"Cali, Colombia",11-50,https://www.linkedin.com/company/mol-arquitectos,,self employed,""
Clap design,clapdesign.ma,Accessible Architecture and Design,"Casablanca, Morocco",1-10,https://www.linkedin.com/company/clap-design-ma,,self owned,""
Revenora,revenora.com,Accessible Architecture and Design,"Lisbon, Portugal",1-10,https://www.linkedin.com/company/revenora,Revenora is a luxury real estate company that offers timeless creations and exclusive design pieces.,privately held,""
ARTserv,artserv.net,Accessible Architecture and Design,"Groningen, Netherlands",11-50,https://www.linkedin.com/company/artservnet,,public company,""
Hiandco,hiandco.tr,Accessible Architecture and Design,,1-10,https://www.linkedin.com/company/hiandco-collective,,privately held,""
Muffin Interior Design,muffin-interior-design.com,Accessible Architecture and Design,"Paris, France",1-10,https://www.linkedin.com/company/muffin-interior-design,,self employed,""
Vinod Dhusia Architects,vinoddhusiaarchitects.in,Accessible Architecture and Design,"Pune, India",11-50,https://www.linkedin.com/company/vinod-dhusia-architects,,self owned,""
Hobold,hobold.fr,Accessible Architecture and Design,"Nancy, France",1-10,https://www.linkedin.com/company/hobold,,partnership,""
Citizens with Experience,cwe.solutions,Accessible Architecture and Design,,1-10,https://www.linkedin.com/company/citizens-with-experience,,privately held,""
Valentina Micol Carnevali,valentinamicolcarnevali.com,Accessible Architecture and Design,,1-10,https://www.linkedin.com/company/valentina-micol-carnevali,,self employed,""
Architecten Wielerkoers,architectenwielerkoers.nl,Accessible Architecture and Design,,1-10,https://www.linkedin.com/company/architecten-wielerkoers,,partnership,""
Estudio Astra,estudioastra.com,Accessible Architecture and Design,,1-10,https://www.linkedin.com/company/estudio-astra,,self owned,""
Minis,meumini.com.br,Accessible Architecture and Design,,1-10,https://www.linkedin.com/company/minis1,,privately held,""
Hub Italian Design,hubitaliandesign.com,Accessible Architecture and Design,"Vicenza, Italy",1-10,https://www.linkedin.com/company/hub-italian-design,,partnership,""
Estudio 3CA,estudio3ca.com,Accessible Architecture and Design,"Managua, Nicaragua",11-50,https://www.linkedin.com/company/estudio-3ca,"Estudio 3CA is a design and construction company that specializes in high-quality architectural design, construction, and 3D rendering, staying up-to-date with the latest design trends and 3D modeling software technologies.",privately held,""
